grid_id,1st_bus_stop,1st_stop_id,1st_dist_m,2nd_bus_stop,2nd_stop_id,2nd_dist_m,3rd_bus_stop,3rd_stop_id,3rd_dist_m,tmap_success,walk_time_min,walk_dist_m
마마4183, 착골(영천방면),571545.0,445.2, 착골경로당(영천방면),571546.0,457.3, 착골(우봉골방면),571543.0,457.6,N_PathError,,
마마4284, 사2리회관,570331.0,116.5, 사2리회관건너,570347.0,155.5, 사2리.감나무골(임고방면),570346.0,297.3,N_PathError,,
마마4184, 사동건강원(임고방면),571629.0,279.7, 사동건강원(수성방면),571628.0,279.7, 사동저수지,570329.0,342.2,N_PathError,,
마마4385, 수성1리.하구만(수성방면),570333.0,425.4, 수성1리.하구만(임고방면),570345.0,429.5, 수성1리.상구만(수성방면),570334.0,805.7,N_PathError,,
마마4186, 신방1리.골안(신방방면),571613.0,377.8, 신방1리.신천(임고방면),570505.0,464.5, 신방1리.골안(임고방면),570504.0,467.5,N_PathError,,
마마4286, 신방2리.장구밭(임고방면),571511.0,401.7, 신방2리.장구밭(신방방면),571509.0,417.3, 신방1리.골안(임고방면),570504.0,704.5,N_PathError,,
마마4083, 당곡지(우봉골방면),710693.0,187.2, 당곡지(영천방면),710694.0,264.3, 사리주택(영천방면),571623.0,391.6,N_PathError,,
마마3984, 사1리노인정,570327.0,293.5, 금대리.찜터(수성방면),570326.0,352.0, 금대리.찜터(임고방면),570352.0,413.7,N_PathError,,
마마4084, 대덕사,570350.0,230.7, 대덕사건너,570328.0,316.8, 당골(우봉골방면),571622.0,394.1,N_PathError,,
마마3985, 고속도로쉼터(임고방면),570353.0,943.7, 고속도로쉼터(수성방면),570325.0,950.7, 금대리.찜터(임고방면),570352.0,963.3,N_PathError,,
마마4086, 신방1리.신천(신방방면),570501.0,429.4, 신방1리.신천(임고방면),570505.0,539.6, 노항리.관악사입구건너,570506.0,615.6,N_PathError,,
마마3986, 노항리.관악사입구,571683.0,363.5, 노항리.관악사입구건너,570506.0,386.3, 노항리(신방방면),570499.0,998.3,N_PathError,,
마마3987, 노항리.관악사입구건너,570506.0,1099.9, 노항리.관악사입구,571683.0,1104.3, 자양면삼귀리입구(삼귀방면),570416.0,1173.2,N_PathError,,
마마3884, 고속도로쉼터(임고방면),570353.0,550.1, 고속도로쉼터(수성방면),570325.0,564.2, 금대리전원주택(수성방면),570324.0,573.3,N_PathError,,
마마3685, 임고저수장건너,570497.0,201.7, 임고정수장,570509.0,201.7, 삼매3리(벌바위입구건너),570407.0,451.3,N_PathError,,
마마3885, 고속도로쉼터(수성방면),570325.0,491.5, 고속도로쉼터(임고방면),570353.0,519.5, 금대리전원주택(임고방면),570354.0,624.8,N_PathError,,
마마3886, 노항리(신방방면),570499.0,14.5, 노항리(임고방면),570507.0,63.3, 노항리.관악사입구,571683.0,1361.6,N_PathError,,
마마3787, 망향공원 건너,570490.0,402.2, 망향공원,570411.0,402.2, 장승앞(임고방면),570489.0,756.2,N_PathError,,
마마3687, 석류농원(임고방면),570492.0,288.7, 석류농원(자양방면),570409.0,298.5, 자양면사무소건너,570410.0,411.3,N_PathError,,
마마4188, 중삼귀(삼귀방면),570479.0,127.4, 중삼귀(임고방면),570482.0,133.8, 삼귀리회관건너,570480.0,283.8,N_PathError,,
마마3988, 자양면삼귀리입구(임고방면),570485.0,211.2, 자양면삼귀리입구(삼귀방면),570416.0,211.2, 삼귀횟집,571751.0,593.0,N_PathError,,
마마4088, 하삼귀(임고방면),570483.0,255.5, 하삼귀(삼귀방면),570478.0,255.5, 삼귀횟집,570477.0,384.1,N_PathError,,
마마4190, 군평마을(임고방면),570475.0,445.6, 군평마을(보현방면),570418.0,445.6, 충효삼거리(도일방면),570419.0,508.9,N_PathError,,
마마4191, 하방촌(화북방면),570428.0,368.6, 하방촌(도일방면),570420.0,368.6, 충효2리.충효사입구,570473.0,507.3,N_PathError,,
마마3688, 자양면사무소,570491.0,632.3, 자양면사무소건너,570410.0,670.9, 석류농원(임고방면),570492.0,905.2,N_PathError,,
마마3788, 장승앞(자양방면),570412.0,443.2, 장승앞(임고방면),570489.0,443.2, 자양교회(수자원공사),570488.0,606.6,N_PathError,,
마마3888, 붕어횟집,570486.0,209.8, 붕어횟집건너,570415.0,209.8, 용산리(원각입구),570487.0,264.4,N_PathError,,
마마3889, 용산리,571508.0,489.5, 용산리(원각입구),570487.0,799.0, 용산리(원각입구건너),570414.0,799.0,N_PathError,,
마마3890, 일견횟집건너,570417.0,1253.7, 일견횟집,570476.0,1253.7, 용산리,571508.0,1456.0,N_PathError,,
마마3793, 보현3리(자양방면),570464.0,1177.3, 보현3리(화북방면),570439.0,1181.8, 보현2리.오실계(화북방면),570437.0,1182.1,N_PathError,,
마마3693, 보현4리.탑전(자양방면),570463.0,1065.9, 보현4리.탑전(화북방면),570440.0,1083.0, 보현3리(자양방면),570464.0,1244.1,N_PathError,,
마마3893, 보현1리.보현초건너,570469.0,643.5, 보현3리마을회관건너,570438.0,664.2, 보현3리마을회관앞,570465.0,664.2,N_PathError,,
마마3794, 보현3리(화북방면),570439.0,378.5, 보현3리(자양방면),570464.0,431.0, 보현2리.오실계(화북방면),570437.0,594.3,N_PathError,,
마마3694, 보현4리.탑전(자양방면),570463.0,101.2, 보현4리.탑전(화북방면),570440.0,118.3, 보현3리(자양방면),570464.0,589.4,N_PathError,,
마마2982, 신호1리(죽곡방면),570549.0,430.1, 신호삼거리(죽곡방면),570548.0,567.9, 신호삼거리,571761.0,572.1,N_PathError,,
마마2882, 매산1동(영천방면),570582.0,341.3, 신호삼거리(화남방면),570562.0,474.0, 신호삼거리(영천방면),570581.0,488.9,N_PathError,,
마마2983, 대내실식당(죽곡방면),570550.0,174.4, 대내실식당(영천방면),570560.0,174.4, 신호1리(죽곡방면),570549.0,724.0,N_PathError,,
마마2883, 화남분교,570564.0,741.8, 사천교회,570579.0,812.5, 매산1동(영천방면),570582.0,970.3,N_PathError,,
마마2884, 노방종점,570968.0,984.1, 노방.우사앞(노방방면),570966.0,1002.7, 노방(노방방면),571597.0,1022.0,N_PathError,,
마마2984, 신호2리(죽곡방면),570551.0,619.7, 신호1리(영천방면),570561.0,865.2, 죽곡1리마을회관앞,570558.0,1005.2,N_PathError,,
마마2985, 신호2리(죽곡방면),570551.0,1457.9, 죽곡1리마을회관앞,570558.0,1505.1, 죽곡1리마을회관건너,570552.0,1510.1,N_PathError,,
마마2885, 노방종점,570968.0,735.3, 노방(노방방면),571597.0,1367.0, 노방(대천방면),571598.0,1381.8,N_PathError,,
마마2886, 금호2리.내지(화북방면),570778.0,1094.9, 노방종점,570968.0,1453.6, 오산마을회관,570793.0,1472.4,N_PathError,,
마마3284, 간촌,570529.0,613.7, 간촌,571744.0,613.7, 선원1리,571750.0,1115.5,N_PathError,,
마마3185, 죽곡2리경로당,570555.0,742.8, 죽곡1리삼거리(죽곡방면),570554.0,756.8, 극락사입구,570557.0,1003.9,N_PathError,,
마마3085, 죽곡1리삼거리(죽곡방면),570554.0,778.1, 극락사입구,570557.0,818.2, 극락사입구건너,570553.0,849.3,N_PathError,,
마마3186, 죽곡2리경로당,570555.0,294.4, 삼매리(매곡),570517.0,1581.4, 매곡입구(임고방면),570518.0,1602.6,N_PathError,,
마마3287, 삼매리(매곡),570517.0,439.9, 매곡입구(임고방면),570518.0,573.2, 매곡입구(매곡방면),570516.0,689.9,N_PathError,,
마마3384, 현묘사입구,570531.0,220.0, 현묘사입구,571749.0,249.7, 평천리(임고방면),570524.0,682.8,N_PathError,,
마마3585, 삼매1리(임고방면),570510.0,523.6, 임고IC(임고방면),571619.0,524.0, 임고IC(자양방면),571620.0,543.3,N_PathError,,
마마3385, 덕연,570532.0,229.0, 선원1리,570530.0,351.9, 선원1리,571750.0,351.9,N_PathError,,
마마3485, 삼매1리경로당앞,570514.0,385.9, 삼매1리경로당건너,570520.0,385.9, 삼매.정자나무(임고방면),570521.0,433.1,N_PathError,,
마마3386, 삼매정자마을(임고방면),570519.0,426.5, 삼매정자마을(매곡방면),570515.0,426.5, 매곡입구(매곡방면),570516.0,749.3,N_PathError,,
마마3486, 삼매1리경로당건너,570520.0,720.6, 삼매1리경로당앞,570514.0,720.6, 삼매정자마을(매곡방면),570515.0,733.7,N_PathError,,
마마3387, 매곡입구(매곡방면),570516.0,574.5, 매곡입구(임고방면),570518.0,637.9, 삼매리(매곡),570517.0,661.1,N_PathError,,
마마2784, 노방(노방방면),571597.0,89.8, 노방(대천방면),571598.0,278.1, 노방.우사앞(노방방면),570966.0,330.5,N_PathError,,
마마2785, 노방종점,570968.0,431.3, 선천2리.선관(영천방면),570574.0,713.7, 선천2리.선관(화남방면),570569.0,713.7,N_PathError,,
마마2585, 화남농협,570893.0,196.6, 화남면사무소건너,570965.0,369.1, 화남면사무소,570894.0,404.5,N_PathError,,
마마2686, 영천전자고등학교앞,570853.0,362.2, 영천전자고등학교건너,570776.0,486.8, 금호2리(화남방면),570852.0,600.6,N_PathError,,
마마2586, 삼창교회앞,570854.0,300.0, 한천입구,570855.0,343.7, 한천입구건너,570890.0,355.8,N_PathError,,
마마2687, 금호2리.내지(화남방면),570851.0,224.3, 금호2리(화북방면),570777.0,408.1, 금호2리(화남방면),570852.0,408.1,N_PathError,,
마마2587, 은행나무집건너,570888.0,171.7, 은행나무집,570857.0,171.7, 큰골입구건너,570889.0,318.2,N_PathError,,
마마2787, 상내지(공덕방면),570780.0,178.8, 상내지(영천방면),570796.0,178.8, 저온창고(공덕방면),570781.0,246.4,N_PathError,,
마마2987, 오공길(영천방면),570791.0,987.6, 오공길(공덕방면),570785.0,987.6, 운산리마을회관건너,570790.0,1111.6,N_PathError,,
마마2887, 오산마을회관,570793.0,488.9, 월지(공덕방면),570784.0,548.1, 월지(영천방면),570792.0,552.0,N_PathError,,
마마2888, 월지(영천방면),570792.0,448.1, 월지(공덕방면),570784.0,452.0, 오공길(영천방면),570791.0,497.7,N_PathError,,
마마2988, 운산리마을회관건너,570790.0,269.2, 운산리마을회관,570786.0,354.0, 오공길(영천방면),570791.0,557.1,N_PathError,,
마마2989, 공덕리.대왕입구,570789.0,626.8, 공덕리.대왕입구건너,570787.0,626.8, 운산리마을회관,570786.0,679.8,N_PathError,,
마마2890, 자천1리(화북방면),571686.0,870.3, 자천중학교(화북방면),570799.0,870.3, 자천1리(화남방면),570846.0,870.3,N_PathError,,
마마3091, 횡계리(화북방면),570454.0,325.0, 횡계리(천문대방면),570455.0,806.9, 입석.보현산댐공원,570840.0,1366.3,N_PathError,,
마마2688, 오산교(화남방면),570850.0,420.2, 오산교(화북방면),570779.0,442.7, 오동리(화북방면),570797.0,485.6,N_PathError,,
마마2588, 안천리(능계),570884.0,417.4, 논실입구,570886.0,611.4, 과수원(외딴집)건너,570887.0,742.5,N_PathError,,
마마2788, 오산교(화북방면),570779.0,559.5, 오산교(화남방면),570850.0,603.4, 오동리(화북방면),570797.0,681.9,N_PathError,,
마마2589, 덕산지골(월곡방면),710695.0,100.5, 덕산지골(화남방면),710696.0,100.5, 월곡2리.논실(화남방면),571553.0,323.8,N_PathError,,
마마2689, 오동리(화남방면),570849.0,708.5, 오동리(화북방면),570797.0,803.1, 덕산지골(월곡방면),710695.0,899.5,N_PathError,,
마마2789, 오동리(화남방면),570849.0,802.1, 자천숲(화남방면),570848.0,922.3, 오동리(화북방면),570797.0,935.0,N_PathError,,
마마2590, 월곡2리,571551.0,120.3, 월곡2리.마을회관앞,571550.0,287.3, 월곡2리.마을회관건너,571552.0,363.4,N_PathError,,
마마2690, 자천숲(화남방면),570848.0,652.9, 자천숲(화북방면),570798.0,761.2, 자천중학교(화남방면),570847.0,933.5,N_PathError,,
마마2790, 자천숲(화북방면),570798.0,244.9, 자천중학교(화남방면),570847.0,279.9, 자천숲(화남방면),570848.0,396.1,N_PathError,,
마마2791, 자천정류소,570844.0,270.9, 자천초등학교,570802.0,498.9, 화북면사무소건너,570845.0,503.9,N_PathError,,
마마3288, 죽곡1리삼거리(영천방면),570556.0,811.4, 삼매리(매곡),570517.0,1281.7, 매곡입구(임고방면),570518.0,1417.9,N_PathError,,
마마3189, 공덕리,570788.0,1273.1, 죽곡1리삼거리(영천방면),570556.0,1308.2, 공덕리.대왕입구건너,570787.0,1500.8,N_PathError,,
마마3089, 공덕리,570788.0,410.2, 공덕리.대왕입구,570789.0,568.0, 공덕리.대왕입구건너,570787.0,568.0,N_PathError,,
마마3090, 횡계리(화북방면),570454.0,1302.7, 공덕리,570788.0,1361.1, 공덕리.대왕입구건너,570787.0,1405.5,N_PathError,,
마마3588, 용화(용화방면),571609.0,540.5, 용화리.마을회관,570494.0,550.9, 용화(영천방면),571610.0,585.5,N_PathError,,
마마3589, 용화리.마을회관,570494.0,657.7, 용화(영천방면),571610.0,1489.5, 용화(용화방면),571609.0,1499.2,N_PathError,,
마마3392, 정각2리.양지마을(천문대방면),570457.0,662.2, 정각2리.전원주택(천문대방면),570458.0,923.7, 정각2리.음지(화북방면),570450.0,1252.8,N_PathError,,
마마3493, 정각2리.음지(천문대방면),570459.0,455.4, 정각2리.음지(화북방면),570450.0,504.5, 정각2리.전원주택(천문대방면),570458.0,754.2,N_PathError,,
마마3393, 정각2리.전원주택(천문대방면),570458.0,277.7, 정각2리.양지마을(천문대방면),570457.0,339.2, 정각2리.음지(화북방면),570450.0,534.9,N_PathError,,
마마3594, 보현4리.신기(화북방면),570441.0,71.8, 보현4리.신기(자양방면),570462.0,71.8, 보현캠핑장(자양방면),570461.0,653.6,N_PathError,,
마마3394, 정각1리(천문대방면),570444.0,975.9, 정각삼거리(천문대방면),570443.0,977.7, 정각삼거리(화북방면),570449.0,986.3,N_PathError,,
마마2891, 자천3리(청송방면),570803.0,421.9, 자천3리(영천방면),570843.0,421.9, 옥계리(새마을건너),570804.0,434.2,N_PathError,,
마마2991, 횡계리(천문대방면),570455.0,613.5, 옥계(영천방면),570841.0,771.7, 옥계(청송방면),570805.0,784.2,N_PathError,,
마마2892, 옥계리(새마을입구),570842.0,575.9, 옥계리(새마을건너),570804.0,575.9, 옥계(청송방면),570805.0,658.9,N_PathError,,
마마2992, 입석.보현산댐공원,570840.0,69.4, 입석.보현산댐공원건너,570806.0,86.0, 옥계(청송방면),570805.0,567.7,N_PathError,,
마마3093, 입석리.은하수마을(영천방면),570838.0,259.7, 입석리.은하수마을(청송방면),570808.0,320.4, 입석리.전망대앞,570807.0,326.5,N_PathError,,
마마2893, 입석.보현산댐공원건너,570806.0,1446.0, 옥계(청송방면),570805.0,1463.3, 입석.보현산댐공원,570840.0,1463.8,N_PathError,,
마마3094, 입석교차로(영천방면),570837.0,430.3, 입석교차로(청송방면),570809.0,450.9, 하용소(영천방면),570836.0,686.3,N_PathError,,
마마4684, 수성2리.베이터(수성방면),570338.0,668.1, 수성2리.베이터(임고방면),570340.0,668.9, 신리(수성방면),570337.0,875.1,N_PathError,,
마마4685, 수성2리.베이터(임고방면),570340.0,331.2, 수성2리.베이터(수성방면),570338.0,333.3, 신리(수성방면),570337.0,400.8,N_PathError,,
마마4485, 수성1리.상구만(임고방면),570344.0,189.6, 수성1리.상구만(수성방면),570334.0,196.6, 수성1리.기곡(수성방면),570335.0,555.6,N_PathError,,
마마4585, 신리입구마을(수성방면),571631.0,60.2, 신리입구마을(임고방면),571630.0,82.1, 수성2리마을회관건너,570342.0,313.1,N_PathError,,
마마4686, 신리(임고방면),570341.0,1224.0, 신리(수성방면),570337.0,1247.2, 수성2리(원기),570339.0,1288.9,N_PathError,,
마마4586, 수성2리마을회관,570336.0,820.6, 수성2리마을회관건너,570342.0,820.6, 신리입구마을(임고방면),571630.0,922.5,N_PathError,,
마마4785, 수성2리(원기),570339.0,524.4, 수성2리.베이터(수성방면),570338.0,1009.3, 수성2리.베이터(임고방면),570340.0,1025.8,N_PathError,,
마마4287, 신방2리.장구밭(신방방면),571509.0,596.9, 신방2리.장구밭(임고방면),571511.0,619.1, 신방1리.골안(임고방면),570504.0,950.0,N_PathError,,
마마4387, 상신방,571510.0,171.9, 신방2리.장구밭(신방방면),571509.0,1233.8, 신방2리.장구밭(임고방면),571511.0,1258.4,N_PathError,,
마마4288, 삼귀리회관앞,570481.0,771.7, 삼귀리회관건너,570480.0,778.3, 중삼귀(삼귀방면),570479.0,1115.0,N_PathError,,
마마4390, 중도일,570424.0,1013.8, 도일리마을회관앞,570426.0,1400.3, 도일리(도일방면),570421.0,1598.8,Y,172.5,13321
마마4291, 도일리마을회관앞,570426.0,209.4, 중도일,570424.0,347.8, 도일리(도일방면),570421.0,445.2,N_PathError,,
마마4391, 중도일,570424.0,632.5, 도일리마을회관앞,570426.0,1171.1, 도일리(도일방면),570421.0,1402.5,N_PathError,,
마마4292, 도일리마을회관앞,570426.0,703.8, 중도일,570424.0,783.1, 도일리(도일방면),570421.0,788.7,N_PathError,,
마마2691, 자천중학교(화남방면),570847.0,1162.4, 자천정류소,570844.0,1258.7, 자천숲(화북방면),570798.0,1293.8,N_PathError,,
마마2792, 자천정류소,570844.0,1119.6, 자천3리(영천방면),570843.0,1137.7, 자천3리(청송방면),570803.0,1137.7,N_PathError,,
마마2692, 자천정류소,570844.0,1662.7, 자천3리(영천방면),570843.0,1857.8, 자천3리(청송방면),570803.0,1857.8,N_PathError,,
마마2593, 용계리,571504.0,1316.1, 솔명못앞,571507.0,2085.6, 솔명못건너,571506.0,2085.6,N_PathError,,
마마2594, 죽전1리.마을회관,570824.0,1611.1, 죽전숲(상송방면),570825.0,1723.5, 죽전숲(죽전방면),570823.0,1737.4,N_PathError,,
마마3292, 정각2리.양지마을(천문대방면),570457.0,1220.6, 정각2리.전원주택(천문대방면),570458.0,1536.7, 정각2리.음지(화북방면),570450.0,1897.7,N_PathError,,
마마3192, 입석리.전망대건너,570839.0,1091.5, 입석리.전망대앞,570807.0,1091.5, 횡계리(화북방면),570454.0,1335.6,N_PathError,,
마마3294, 입석리.향나무골,571556.0,851.7, 보현산댐짚와이어(입석방면),571555.0,986.7, 보현산댐짚와이어(영천방면),571557.0,986.7,N_PathError,,
마마3295, 입석리.향나무골,571556.0,651.4, 보현산댐짚와이어(입석방면),571555.0,750.0, 보현산댐짚와이어(영천방면),571557.0,750.0,N_PathError,,
마마3195, 보현산댐짚와이어(입석방면),571555.0,427.7, 보현산댐짚와이어(영천방면),571557.0,427.7, 입석리.향나무골,571556.0,570.0,N_PathError,,
마마2994, 용소(법화입구),570812.0,362.8, 용소리(영천방면),570835.0,362.8, 용소리(청송방면),570811.0,610.5,N_PathError,,
마마2995, 상용소(영천방면),570834.0,299.1, 용소리(청송방면),570811.0,481.9, 용소리(영천방면),570835.0,655.9,N_PathError,,
마마2895, 하송리경로당 건너,571606.0,559.1, 하송리경로당 앞,571605.0,565.5, 상용소(영천방면),570834.0,709.8,N_PathError,,
마마2996, 법화(법화방면),570814.0,306.1, 법화(영천방면),570816.0,313.1, 하법화(법화방면),570813.0,315.1,N_PathError,,
마마2896, 하송리경로당 앞,571605.0,453.0, 하송리경로당 건너,571606.0,465.8, 내국실,570818.0,600.3,N_PathError,,
마마2997, 법화(영천방면),570816.0,704.4, 법화(법화방면),570814.0,711.3, 하법화(영천방면),570817.0,772.2,N_PathError,,
마마3097, 법화리 마을회관,570815.0,377.3, 법화(영천방면),570816.0,1235.2, 법화(법화방면),570814.0,1238.1,N_PathError,,
마마2897, 하송(영천방면),570833.0,536.1, 하송(청송방면),570819.0,536.1, 내국실,570818.0,765.9,N_PathError,,
마마2695, 죽전숲(죽전방면),570823.0,437.4, 죽전숲(상송방면),570825.0,438.0, 죽전1리.마을회관,570824.0,496.8,N_PathError,,
마마2595, 죽전숲(상송방면),570825.0,1371.4, 죽전숲(죽전방면),570823.0,1372.1, 죽전1리.마을회관,570824.0,1385.2,N_PathError,,
마마2795, 상송교회앞,570821.0,432.7, 상송교회건너,570827.0,446.0, 덕흥사입구건너,570826.0,501.7,N_PathError,,
마마2596, 죽전숲(죽전방면),570823.0,1562.9, 상송도림주유소,570831.0,1574.5, 죽전숲(상송방면),570825.0,1575.9,N_PathError,,
마마2796, 상송도림주유소,570831.0,252.5, 상송마을(영천방면),570832.0,323.9, 상송마을(청송방면),570830.0,326.1,N_PathError,,
마마2697, 상송도림주유소,570831.0,1302.1, 하송(영천방면),570833.0,1575.9, 하송(청송방면),570819.0,1575.9,N_PathError,,
마마2797, 하송(영천방면),570833.0,620.9, 하송(청송방면),570819.0,620.9, 내국실,570818.0,817.6,N_PathError,,
마마2898, 하송(청송방면),570819.0,1350.5, 하송(영천방면),570833.0,1350.5, 내국실,570818.0,1661.7,N_PathError,,
마마3098, 법화리 마을회관,570815.0,973.7, 법화(영천방면),570816.0,1476.1, 법화(법화방면),570814.0,1481.9,N_PathError,,
마마2698, 하송(영천방면),570833.0,1950.9, 하송(청송방면),570819.0,1950.9, 상송도림주유소,570831.0,2127.7,N_PathError,,
마마2699, 하송(영천방면),570833.0,2183.7, 하송(청송방면),570819.0,2183.7, 내국실,570818.0,2457.4,N_PathError,,
마마4091, 충효2리.충효사입구,570473.0,657.8, 충효2리.충효사건너,570430.0,752.1, 충효삼거리(화북방면),570429.0,752.1,N_PathError,,
마마3992, 충효3리(자양방면),571608.0,780.3, 충효3리마을회관(화북방면),570431.0,789.7, 충효3리(화북방면),571607.0,789.7,N_PathError,,
마마4092, 충효3리(자양방면),571608.0,311.6, 충효3리마을회관(화북방면),570431.0,371.9, 충효3리(화북방면),571607.0,371.9,N_PathError,,
마마3993, 보현1리.황새골(화북방면),570432.0,128.8, 보현.배양골(화북방면),570433.0,368.6, 보현.배양골(자양방면),570470.0,391.0,N_PathError,,
마마3894, 보현2리.상기(화북방면),570436.0,174.3, 임고농협보현지소,570435.0,398.9, 보현보건진료소,570468.0,398.9,N_PathError,,
마마3795, 보현3리(화북방면),570439.0,943.4, 보현3리(자양방면),570464.0,992.7, 보현2리.오실계(화북방면),570437.0,1144.1,N_PathError,,
마마3895, 보현2리.오실계(자양방면),570466.0,1058.8, 보현2리.오실계(화북방면),570437.0,1058.8, 보현2리.상기(화북방면),570436.0,1157.0,N_PathError,,
마마3896, 보현2리.오실계(화북방면),570437.0,1781.9, 보현2리.오실계(자양방면),570466.0,1781.9, 보현2리.상기(화북방면),570436.0,1917.3,N_PathError,,
마마3697, 정각2리.전원주택(화북방면),570451.0,1708.7, 정각2리.양지마을(화북방면),570452.0,1708.7, 정각1리(절골),570446.0,2237.4,N_PathError,,
마마3494, 정각삼거리(천문대방면),570443.0,88.4, 정각삼거리(보현방면),570460.0,118.1, 정각삼거리(화북방면),570449.0,118.1,N_PathError,,
마마3495, 정각1리(절골),570446.0,123.2, 정각문화센터(천문대방면),570445.0,388.7, 정각문화센터(화북방면),570447.0,392.0,N_PathError,,
마마3496, 정각2리.전원주택(화북방면),570451.0,197.9, 정각2리.양지마을(화북방면),570452.0,197.9, 정각1리(절골),570446.0,883.6,N_PathError,,
마마3994, 보현.배양골(자양방면),570470.0,628.8, 보현1리.보현초앞,570434.0,663.7, 보현.배양골(화북방면),570433.0,666.3,N_PathError,,
