grid_id,target_bus_stop,target_stop_id,euclid_dist_m,final_walk_dist_m,calc_method,elderly_walk_time_min
마마3387, 매곡입구(매곡방면),570516.0,574.5,1164.5,Detour_Model_2.027,27.7
마마2784, 노방(노방방면),571597.0,89.8,182.0,Detour_Model_2.027,4.3
마마2785, 노방종점,570968.0,431.3,874.2,Detour_Model_2.027,20.8
마마2585, 화남농협,570893.0,196.6,398.5,Detour_Model_2.027,9.5
마마2686, 영천전자고등학교앞,570853.0,362.2,734.2,Detour_Model_2.027,17.5
마마2586, 삼창교회앞,570854.0,300.0,608.1,Detour_Model_2.027,14.5
마마2687, 금호2리.내지(화남방면),570851.0,224.3,454.7,Detour_Model_2.027,10.8
마마2587, 은행나무집건너,570888.0,171.7,348.0,Detour_Model_2.027,8.3
마마2787, 상내지(공덕방면),570780.0,178.8,362.4,Detour_Model_2.027,8.6
마마2987, 오공길(영천방면),570791.0,987.6,2001.9,Detour_Model_2.027,47.7
마마2887, 오산마을회관,570793.0,488.9,991.0,Detour_Model_2.027,23.6
마마2888, 월지(영천방면),570792.0,448.1,908.3,Detour_Model_2.027,21.6
마마2988, 운산리마을회관건너,570790.0,269.2,545.7,Detour_Model_2.027,13.0
마마2989, 공덕리.대왕입구,570789.0,626.8,1270.5,Detour_Model_2.027,30.2
마마2890, 자천1리(화북방면),571686.0,870.3,1764.1,Detour_Model_2.027,42.0
마마3091, 횡계리(화북방면),570454.0,325.0,658.8,Detour_Model_2.027,15.7
마마2688, 오산교(화남방면),570850.0,420.2,851.7,Detour_Model_2.027,20.3
마마2588, 안천리(능계),570884.0,417.4,846.1,Detour_Model_2.027,20.1
마마2788, 오산교(화북방면),570779.0,559.5,1134.1,Detour_Model_2.027,27.0
마마2589, 덕산지골(월곡방면),710695.0,100.5,203.7,Detour_Model_2.027,4.8
마마2689, 오동리(화남방면),570849.0,708.5,1436.1,Detour_Model_2.027,34.2
마마2789, 오동리(화남방면),570849.0,802.1,1625.9,Detour_Model_2.027,38.7
마마2590, 월곡2리,571551.0,120.3,243.8,Detour_Model_2.027,5.8
마마2690, 자천숲(화남방면),570848.0,652.9,1323.4,Detour_Model_2.027,31.5
마마2790, 자천숲(화북방면),570798.0,244.9,496.4,Detour_Model_2.027,11.8
마마2791, 자천정류소,570844.0,270.9,549.1,Detour_Model_2.027,13.1
마마3288, 죽곡1리삼거리(영천방면),570556.0,811.4,1644.7,Detour_Model_2.027,39.2
마마3189, 공덕리,570788.0,1273.1,2580.6,Detour_Model_2.027,61.4
마마3089, 공덕리,570788.0,410.2,831.5,Detour_Model_2.027,19.8
마마3090, 횡계리(화북방면),570454.0,1302.7,2640.6,Detour_Model_2.027,62.9
마마3588, 용화(용화방면),571609.0,540.5,1095.6,Detour_Model_2.027,26.1
마마3589, 용화리.마을회관,570494.0,657.7,1333.2,Detour_Model_2.027,31.7
마마3392, 정각2리.양지마을(천문대방면),570457.0,662.2,1342.3,Detour_Model_2.027,32.0
마마3493, 정각2리.음지(천문대방면),570459.0,455.4,923.1,Detour_Model_2.027,22.0
마마3393, 정각2리.전원주택(천문대방면),570458.0,277.7,562.9,Detour_Model_2.027,13.4
마마3594, 보현4리.신기(화북방면),570441.0,71.8,145.5,Detour_Model_2.027,3.5
마마3394, 정각1리(천문대방면),570444.0,975.9,1978.1,Detour_Model_2.027,47.1
마마2891, 자천3리(청송방면),570803.0,421.9,855.2,Detour_Model_2.027,20.4
마마2991, 횡계리(천문대방면),570455.0,613.5,1243.6,Detour_Model_2.027,29.6
마마2892, 옥계리(새마을입구),570842.0,575.9,1167.3,Detour_Model_2.027,27.8
마마2992, 입석.보현산댐공원,570840.0,69.4,140.7,Detour_Model_2.027,3.4
마마3093, 입석리.은하수마을(영천방면),570838.0,259.7,526.4,Detour_Model_2.027,12.5
마마2893, 입석.보현산댐공원건너,570806.0,1446.0,2931.0,Detour_Model_2.027,69.8
마마3094, 입석교차로(영천방면),570837.0,430.3,872.2,Detour_Model_2.027,20.8
마마4684, 수성2리.베이터(수성방면),570338.0,668.1,1354.2,Detour_Model_2.027,32.2
마마4685, 수성2리.베이터(임고방면),570340.0,331.2,671.3,Detour_Model_2.027,16.0
마마4485, 수성1리.상구만(임고방면),570344.0,189.6,384.3,Detour_Model_2.027,9.2
마마4585, 신리입구마을(수성방면),571631.0,60.2,122.0,Detour_Model_2.027,2.9
마마4686, 신리(임고방면),570341.0,1224.0,2481.0,Detour_Model_2.027,59.1
마마4586, 수성2리마을회관,570336.0,820.6,1663.4,Detour_Model_2.027,39.6
마마4785, 수성2리(원기),570339.0,524.4,1063.0,Detour_Model_2.027,25.3
마마4287, 신방2리.장구밭(신방방면),571509.0,596.9,1209.9,Detour_Model_2.027,28.8
마마4387, 상신방,571510.0,171.9,348.4,Detour_Model_2.027,8.3
마마4288, 삼귀리회관앞,570481.0,771.7,1564.2,Detour_Model_2.027,37.2
마마4390, 중도일,570424.0,1013.8,2055.0,Detour_Model_2.027,48.9
마마4291, 도일리마을회관앞,570426.0,209.4,424.5,Detour_Model_2.027,10.1
마마4391, 중도일,570424.0,632.5,1282.1,Detour_Model_2.027,30.5
마마4292, 도일리마을회관앞,570426.0,703.8,1426.6,Detour_Model_2.027,34.0
마마2691, 자천중학교(화남방면),570847.0,1162.4,2356.2,Detour_Model_2.027,56.1
마마2792, 자천정류소,570844.0,1119.6,2269.4,Detour_Model_2.027,54.0
마마2692, 자천정류소,570844.0,1662.7,3370.3,Detour_Model_2.027,80.2
마마2593, 용계리,571504.0,1316.1,2667.7,Detour_Model_2.027,63.5
마마2594, 죽전1리.마을회관,570824.0,1611.1,3265.7,Detour_Model_2.027,77.8
마마3292, 정각2리.양지마을(천문대방면),570457.0,1220.6,2474.2,Detour_Model_2.027,58.9
마마3192, 입석리.전망대건너,570839.0,1091.5,2212.5,Detour_Model_2.027,52.7
마마3294, 입석리.향나무골,571556.0,851.7,1726.4,Detour_Model_2.027,41.1
마마3295, 입석리.향나무골,571556.0,651.4,1320.4,Detour_Model_2.027,31.4
마마3195, 보현산댐짚와이어(입석방면),571555.0,427.7,866.9,Detour_Model_2.027,20.6
마마2994, 용소(법화입구),570812.0,362.8,735.4,Detour_Model_2.027,17.5
마마2995, 상용소(영천방면),570834.0,299.1,606.3,Detour_Model_2.027,14.4
마마2895, 하송리경로당 건너,571606.0,559.1,1133.3,Detour_Model_2.027,27.0
마마2996, 법화(법화방면),570814.0,306.1,620.5,Detour_Model_2.027,14.8
마마2896, 하송리경로당 앞,571605.0,453.0,918.2,Detour_Model_2.027,21.9
마마2997, 법화(영천방면),570816.0,704.4,1427.8,Detour_Model_2.027,34.0
마마3097, 법화리 마을회관,570815.0,377.3,764.8,Detour_Model_2.027,18.2
마마2897, 하송(영천방면),570833.0,536.1,1086.7,Detour_Model_2.027,25.9
마마2695, 죽전숲(죽전방면),570823.0,437.4,886.6,Detour_Model_2.027,21.1
마마2595, 죽전숲(상송방면),570825.0,1371.4,2779.8,Detour_Model_2.027,66.2
마마2795, 상송교회앞,570821.0,432.7,877.1,Detour_Model_2.027,20.9
마마2596, 죽전숲(죽전방면),570823.0,1562.9,3168.0,Detour_Model_2.027,75.4
마마2796, 상송도림주유소,570831.0,252.5,511.8,Detour_Model_2.027,12.2
마마2697, 상송도림주유소,570831.0,1302.1,2639.4,Detour_Model_2.027,62.8
마마2797, 하송(영천방면),570833.0,620.9,1258.6,Detour_Model_2.027,30.0
마마2898, 하송(청송방면),570819.0,1350.5,2737.5,Detour_Model_2.027,65.2
마마3098, 법화리 마을회관,570815.0,973.7,1973.7,Detour_Model_2.027,47.0
마마2698, 하송(영천방면),570833.0,1950.9,3954.5,Detour_Model_2.027,94.2
마마2699, 하송(영천방면),570833.0,2183.7,4426.4,Detour_Model_2.027,105.4
마마4091, 충효2리.충효사입구,570473.0,657.8,1333.4,Detour_Model_2.027,31.7
마마3992, 충효3리(자양방면),571608.0,780.3,1581.7,Detour_Model_2.027,37.7
마마4092, 충효3리(자양방면),571608.0,311.6,631.6,Detour_Model_2.027,15.0
마마3993, 보현1리.황새골(화북방면),570432.0,128.8,261.1,Detour_Model_2.027,6.2
마마3894, 보현2리.상기(화북방면),570436.0,174.3,353.3,Detour_Model_2.027,8.4
마마3795, 보현3리(화북방면),570439.0,943.4,1912.3,Detour_Model_2.027,45.5
마마3895, 보현2리.오실계(자양방면),570466.0,1058.8,2146.2,Detour_Model_2.027,51.1
마마3896, 보현2리.오실계(화북방면),570437.0,1781.9,3611.9,Detour_Model_2.027,86.0
마마3697, 정각2리.전원주택(화북방면),570451.0,1708.7,3463.5,Detour_Model_2.027,82.5
마마3494, 정각삼거리(천문대방면),570443.0,88.4,179.2,Detour_Model_2.027,4.3
마마3495, 정각1리(절골),570446.0,123.2,249.7,Detour_Model_2.027,5.9
마마3496, 정각2리.전원주택(화북방면),570451.0,197.9,401.1,Detour_Model_2.027,9.6
마마3994, 보현.배양골(자양방면),570470.0,628.8,1274.6,Detour_Model_2.027,30.3
