grid_id,target_bus_stop,target_stop_id,euclid_dist_m,final_walk_dist_m,calc_method,elderly_walk_time_min
마마4174, 용내기다리(삼귀방면),571647.0,401.8,814.4,Detour_Model_2.027,19.4
마마3975, 부리마을,570252.0,816.4,1654.8,Detour_Model_2.027,39.4
마마4175, 삼귀.용내기(영천방면),570278.0,267.1,541.4,Detour_Model_2.027,12.9
마마4176, 삼귀.용내기입구(삼귀방면),570275.0,687.9,1394.4,Detour_Model_2.027,33.2
마마4076, 삼귀.용내기입구(삼귀방면),570275.0,843.7,1710.2,Detour_Model_2.027,40.7
마마3976, 부리마을,570252.0,312.8,634.0,Detour_Model_2.027,15.1
마마4077, 차당리마을회관건너,570274.0,425.9,863.3,Detour_Model_2.027,20.6
마마3977, 전사과수원창고(삼귀방면),570272.0,1198.9,2430.2,Detour_Model_2.027,57.9
마마4078, 전사과수원창고(삼귀방면),570272.0,216.9,439.7,Detour_Model_2.027,10.5
마마4277, 초일지,710690.0,440.6,893.1,Detour_Model_2.027,21.3
마마4377, 고경면덕암리(영천방면),570156.0,414.4,840.0,Detour_Model_2.027,20.0
마마4177, 초일염소농장(초일방면),571514.0,425.8,863.1,Detour_Model_2.027,20.6
마마4278, 석계리(안강방면),570152.0,557.3,1129.6,Detour_Model_2.027,26.9
마마4378, 고경면덕암리(안강방면),570153.0,420.2,851.7,Detour_Model_2.027,20.3
마마4279, 가수1리,570159.0,178.7,362.2,Detour_Model_2.027,8.6
마마4179, 고경초중교,570149.0,148.5,301.0,Detour_Model_2.027,7.2
마마4379, 생계.석계리경로당건너,570285.0,230.4,467.0,Detour_Model_2.027,11.1
마마4180, 고경초중교,570149.0,860.8,1744.8,Detour_Model_2.027,41.5
마마4372, 칠전저수지,570378.0,653.7,1325.0,Detour_Model_2.027,31.5
마마4273, 칠전저수지,570378.0,583.7,1183.2,Detour_Model_2.027,28.2
마마4773, 논실교회(영천방면),571522.0,1040.3,2108.7,Detour_Model_2.027,50.2
마마4373, 칠전(칠전방면),570377.0,251.5,509.8,Detour_Model_2.027,12.1
마마4473, 덕정리1(호국원방면),570389.0,356.5,722.6,Detour_Model_2.027,17.2
마마4474, 파계리(황수탕방면),570374.0,494.2,1001.7,Detour_Model_2.027,23.8
마마4475, 파계리마을회관건너,570395.0,861.9,1747.1,Detour_Model_2.027,41.6
마마4276, 초일마을,571515.0,707.6,1434.3,Detour_Model_2.027,34.2
마마4574, 파계리(황수탕방면),570374.0,527.7,1069.6,Detour_Model_2.027,25.5
마마4575, 파계저수지건너,570372.0,458.8,930.0,Detour_Model_2.027,22.1
마마4576, 파계저수지,570396.0,511.4,1036.6,Detour_Model_2.027,24.7
마마4577, 국립영천호국원,570371.0,574.4,1164.3,Detour_Model_2.027,27.7
마마4477, 청정2리(고경방면),570398.0,154.2,312.6,Detour_Model_2.027,7.4
마마4578, 청정1리(안강방면),570154.0,513.5,1040.9,Detour_Model_2.027,24.8
마마4478, 청정1리(안강방면),570154.0,566.4,1148.1,Detour_Model_2.027,27.3
마마4479, 고경박물관(구.석계초등학교)건너,570286.0,628.9,1274.8,Detour_Model_2.027,30.4
마마4480, 삼포리.월성(영천방면),570303.0,225.3,456.7,Detour_Model_2.027,10.9
마마4481, 삼포리.삼계(영천방면),570301.0,515.0,1043.9,Detour_Model_2.027,24.9
마마4780, 오룡2리마을회관앞,570296.0,663.2,1344.3,Detour_Model_2.027,32.0
마마4781, 오룡2리(누에치는마을),570295.0,131.1,265.7,Detour_Model_2.027,6.3
마마4581, 삼포리.삼계(오룡방면),570289.0,530.8,1075.9,Detour_Model_2.027,25.6
마마4681, 누에체험학습관앞,570297.0,81.4,165.0,Detour_Model_2.027,3.9
마마4482, 삼포리.삼계(오룡방면),570289.0,971.1,1968.4,Detour_Model_2.027,46.9
마마4582, 당나무앞(영천방면),571681.0,211.7,429.1,Detour_Model_2.027,10.2
마마4682, 오룡1리.미룡(영천방면),570298.0,635.3,1287.8,Detour_Model_2.027,30.7
마마4683, 삼포리.수흥(영천방면),570299.0,1353.6,2743.7,Detour_Model_2.027,65.3
마마4484, 수성1리.하구만(수성방면),570333.0,1037.1,2102.2,Detour_Model_2.027,50.1
마마4784, 수성2리(원기),570339.0,955.4,1936.6,Detour_Model_2.027,46.1
마마1476, 은해사(종점),571165.0,2791.1,5657.6,Detour_Model_2.027,134.7
마마1676, 은해사(종점),571165.0,1056.3,2141.1,Detour_Model_2.027,51.0
마마1677, 은해사(종점),571165.0,718.1,1455.6,Detour_Model_2.027,34.7
마마1277, 안신원(거조암방면),571080.0,3467.8,7029.2,Detour_Model_2.027,167.4
마마1678, 애련1종점,571153.0,606.5,1229.4,Detour_Model_2.027,29.3
마마1478, 애련동회관건너,571155.0,2047.6,4150.5,Detour_Model_2.027,98.8
마마1579, 애련동회관건너,571155.0,1017.8,2063.1,Detour_Model_2.027,49.1
마마1679, 애련동회관건너,571155.0,373.4,756.9,Detour_Model_2.027,18.0
마마1580, 신원과수원(영천방면),571084.0,378.9,768.0,Detour_Model_2.027,18.3
마마1680, 문산지,571085.0,300.2,608.5,Detour_Model_2.027,14.5
마마1480, 안신원(영천방면),571082.0,379.8,769.9,Detour_Model_2.027,18.3
마마1581, 이티존(신녕방향),571689.0,245.9,498.4,Detour_Model_2.027,11.9
마마1379, 안신원(거조암방면),571080.0,1664.8,3374.5,Detour_Model_2.027,80.3
마마1380, 신원리.거조암,571081.0,874.6,1772.8,Detour_Model_2.027,42.2
마마0983, 치산리,571063.0,833.6,1689.7,Detour_Model_2.027,40.2
마마2179, 계지1리(계포방면),571111.0,1368.8,2774.6,Detour_Model_2.027,66.1
마마1979, 계지1리(계지방면),571110.0,427.5,866.5,Detour_Model_2.027,20.6
마마1980, 계지1리(계지방면),571110.0,658.3,1334.4,Detour_Model_2.027,31.8
마마2080, 계지1리(계포방면),571111.0,599.5,1215.2,Detour_Model_2.027,28.9
마마2180, 유성,571124.0,484.9,982.9,Detour_Model_2.027,23.4
마마1981, 화산면덕암리(화산방면),570995.0,292.7,593.3,Detour_Model_2.027,14.1
마마2181, 굴견마을,571729.0,105.9,214.7,Detour_Model_2.027,5.1
마마2081, 용평(영천방면),571123.0,319.6,647.8,Detour_Model_2.027,15.4
마마1982, 화덕초등학교건너,570913.0,510.3,1034.4,Detour_Model_2.027,24.6
마마2182, 연계리마을회관,571697.0,544.0,1102.7,Detour_Model_2.027,26.3
마마1780, 계지2리마을회관(거조암방향),571094.0,197.8,400.9,Detour_Model_2.027,9.5
마마1880, 계지2리.무연골(신녕방면),571114.0,644.8,1307.0,Detour_Model_2.027,31.1
마마1881, 대안2리(영천방면),571119.0,199.9,405.2,Detour_Model_2.027,9.6
마마1781, 양계장입구,571688.0,654.9,1327.5,Detour_Model_2.027,31.6
마마1882, 신덕2리(주유소앞),570998.0,627.4,1271.7,Detour_Model_2.027,30.3
마마1782, 신녕면신덕리(청통방면),571103.0,243.5,493.6,Detour_Model_2.027,11.8
마마1783, 연정2리(연정방면),571007.0,797.9,1617.3,Detour_Model_2.027,38.5
마마1784, 연정2리(신녕방면),571012.0,474.9,962.6,Detour_Model_2.027,22.9
마마1884, 연정입구(연정방면),571008.0,139.8,283.4,Detour_Model_2.027,6.7
마마2281, 유성1리입구(정자),571694.0,72.9,147.8,Detour_Model_2.027,3.5
마마2481, 이배이(당지방면),571593.0,709.2,1437.5,Detour_Model_2.027,34.2
마마2282, 유성1리입구(정자),571733.0,1036.7,2101.4,Detour_Model_2.027,50.0
마마2382, 가상리(영천방면),570929.0,1187.8,2407.7,Detour_Model_2.027,57.3
마마2482, 가상리창고건너,570930.0,502.3,1018.2,Detour_Model_2.027,24.2
마마2383, 화산2리(당지방면),570899.0,611.6,1239.7,Detour_Model_2.027,29.5
마마2283, 화산1리.곽산마을(당지방면),571687.0,833.4,1689.3,Detour_Model_2.027,40.2
마마2483, 가상리(당지방면),570961.0,237.7,481.8,Detour_Model_2.027,11.5
마마2384, 화산1리.곽산마을(영천방면),570926.0,291.8,591.5,Detour_Model_2.027,14.1
마마2484, 귀호2리(마을회관),570963.0,363.5,736.8,Detour_Model_2.027,17.5
마마2082, 화덕초등학교,570915.0,446.6,905.3,Detour_Model_2.027,21.6
마마1983, 효정2리(영천방면),570911.0,410.4,831.9,Detour_Model_2.027,19.8
마마2183, 화산1리.화촌입구(화촌방면),570925.0,1130.5,2291.5,Detour_Model_2.027,54.6
마마2083, 효정2리(당지방면),570917.0,553.0,1120.9,Detour_Model_2.027,26.7
마마1984, 효정1리(당지방면),570918.0,737.0,1493.9,Detour_Model_2.027,35.6
마마2184, 화촌저수지,571596.0,208.3,422.2,Detour_Model_2.027,10.1
마마2084, 효정1리(영천방면),570910.0,447.6,907.3,Detour_Model_2.027,21.6
마마2085, 당지1리마을회관건너,570923.0,162.1,328.6,Detour_Model_2.027,7.8
마마2185, 화촌.마을회관,570903.0,578.9,1173.4,Detour_Model_2.027,27.9
마마2284, 화산1리.곽산마을(당지방면),571687.0,263.0,533.1,Detour_Model_2.027,12.7
마마2385, 평갓뭇(영천방면),571635.0,289.3,586.4,Detour_Model_2.027,14.0
마마2485, 화남면사무소,570894.0,595.6,1207.3,Detour_Model_2.027,28.7
마마2285, 화촌.마을회관,570903.0,458.8,930.0,Detour_Model_2.027,22.1
마마2486, 한천입구건너,570890.0,905.7,1835.9,Detour_Model_2.027,43.7
마마2286, 귀호1리마을회관,570895.0,1047.6,2123.5,Detour_Model_2.027,50.6
마마2386, 귀호1리마을회관,570895.0,474.3,961.4,Detour_Model_2.027,22.9
마마2387, 귀호1리마을회관,570895.0,1471.4,2982.5,Detour_Model_2.027,71.0
마마1885, 연정입구(신녕방면),571010.0,747.6,1515.4,Detour_Model_2.027,36.1
마마1786, 연정입구(신녕방면),571010.0,1968.1,3989.3,Detour_Model_2.027,95.0
마마2086, 당지1리마을회관건너,570923.0,1082.4,2194.0,Detour_Model_2.027,52.2
마마1987, 당지리,570922.0,416.3,843.8,Detour_Model_2.027,20.1
마마2087, 당지리,570922.0,607.0,1230.4,Detour_Model_2.027,29.3
마마2188, 온천리,570878.0,480.2,973.4,Detour_Model_2.027,23.2
마마2088, 당지리,570922.0,1074.8,2178.6,Detour_Model_2.027,51.9
마마2089, 온천리,570878.0,1678.0,3401.3,Detour_Model_2.027,81.0
마마2288, 온천리회관건너,570879.0,292.1,592.1,Detour_Model_2.027,14.1
마마2388, 안천3리.온천(온천방면),570862.0,617.5,1251.7,Detour_Model_2.027,29.8
마마2488, 안천(안천교건너),570859.0,253.1,513.0,Detour_Model_2.027,12.2
마마2389, 안천3리.온천(온천방면),570862.0,694.5,1407.8,Detour_Model_2.027,33.5
마마2289, 구전리(신전방면),570865.0,421.9,855.2,Detour_Model_2.027,20.4
마마2489, 안천3리.신안(화남방면),570883.0,598.9,1214.0,Detour_Model_2.027,28.9
마마2390, 양수장 건너(월곡방면),570868.0,206.0,417.6,Detour_Model_2.027,9.9
마마2290, 구전리.별곡(신전방면),570866.0,302.8,613.8,Detour_Model_2.027,14.6
마마2490, 월곡리,570870.0,234.5,475.3,Detour_Model_2.027,11.3
마마2491, 월곡리,570870.0,1170.0,2371.6,Detour_Model_2.027,56.5
마마1989, 당지리,570922.0,1935.7,3923.7,Detour_Model_2.027,93.4
마마2190, 구전리.별곡(화남방면),570874.0,1224.4,2481.9,Detour_Model_2.027,59.1
마마1681, 신녕면신덕리(신녕방면),571116.0,332.0,673.0,Detour_Model_2.027,16.0
마마1481, 신원리.거조암,571081.0,554.7,1124.4,Detour_Model_2.027,26.8
마마1582, 신녕대백마트 건너,571586.0,794.8,1611.1,Detour_Model_2.027,38.4
마마1482, 왕산리(치산방향),571050.0,1180.6,2393.1,Detour_Model_2.027,57.0
마마1682, 신녕역앞,571102.0,261.0,529.0,Detour_Model_2.027,12.6
마마1583, 신녕중.경북식품과학마이스터고,571073.0,209.3,424.3,Detour_Model_2.027,10.1
마마1483, 신녕중.경북식품과학마이스터고건너,571049.0,1023.0,2073.6,Detour_Model_2.027,49.4
마마1683, 신녕버스터미널앞,571003.0,404.5,819.9,Detour_Model_2.027,19.5
마마1484, 화남3리경로당건너,571014.0,1043.0,2114.2,Detour_Model_2.027,50.3
마마1584, 신녕중.경북식품과학마이스터고건너,571049.0,771.4,1563.6,Detour_Model_2.027,37.2
마마1381, 신원리.거조암,571081.0,824.0,1670.2,Detour_Model_2.027,39.8
마마1382, 왕산리(치산방향),571050.0,391.2,793.0,Detour_Model_2.027,18.9
마마1282, 왕산리(치산방향),571050.0,955.2,1936.2,Detour_Model_2.027,46.1
마마1284, 칠밭골,571072.0,780.8,1582.7,Detour_Model_2.027,37.7
마마0984, 치산리,571063.0,326.5,661.8,Detour_Model_2.027,15.8
마마0884, 치산리,571063.0,576.0,1167.6,Detour_Model_2.027,27.8
마마0885, 치산2리.귀천서원건너,571061.0,744.5,1509.1,Detour_Model_2.027,35.9
마마0985, 치산2리(치산방면),571060.0,343.9,697.1,Detour_Model_2.027,16.6
마마1085, 부산2리,571068.0,495.9,1005.2,Detour_Model_2.027,23.9
마마0986, 치산3리(부계방면),571488.0,324.1,657.0,Detour_Model_2.027,15.6
마마1086, 치산2리.귀천서원입구,571065.0,245.3,497.2,Detour_Model_2.027,11.8
마마0886, 치산3리(부계방면),571488.0,848.2,1719.3,Detour_Model_2.027,40.9
마마1684, 신녕면사무소,571006.0,606.9,1230.2,Detour_Model_2.027,29.3
마마1485, 화남3리경로당건너,571014.0,767.1,1554.9,Detour_Model_2.027,37.0
마마1585, 화남1리(삼산방면),571019.0,172.9,350.5,Detour_Model_2.027,8.3
마마1685, 화남2리(신녕방면),571043.0,785.5,1592.2,Detour_Model_2.027,37.9
마마1686, 화남2리(신녕방면),571043.0,1275.5,2585.4,Detour_Model_2.027,61.6
마마1586, 화남1리(삼산방면),571019.0,1026.2,2080.1,Detour_Model_2.027,49.5
마마1486, 화남3리(삼산방면),571015.0,548.9,1112.6,Detour_Model_2.027,26.5
마마1384, 부산1리(신녕방면),571070.0,884.8,1793.5,Detour_Model_2.027,42.7
마마1285, 부산1리(치산방향),571052.0,235.7,477.8,Detour_Model_2.027,11.4
마마1185, 부산2리.새터(신녕방면),571069.0,270.8,548.9,Detour_Model_2.027,13.1
마마1385, 부산1리(신녕방면),571070.0,379.5,769.2,Detour_Model_2.027,18.3
마마1286, 부산2리.경로당건너,571054.0,1074.6,2178.2,Detour_Model_2.027,51.9
마마1386, 화남2리(삼산방면),571018.0,255.4,517.7,Detour_Model_2.027,12.3
마마1186, 부산2리.경로당건너,571054.0,94.6,191.8,Detour_Model_2.027,4.6
마마1387, 권응수장군유적지,571041.0,76.9,155.9,Detour_Model_2.027,3.7
마마1187, 도근지,571037.0,297.2,602.4,Detour_Model_2.027,14.3
마마1087, 도근지건너,571038.0,324.2,657.2,Detour_Model_2.027,15.6
마마1088, 도근리입구,571036.0,169.5,343.6,Detour_Model_2.027,8.2
마마1089, 화서리(신녕방면),571035.0,308.2,624.7,Detour_Model_2.027,14.9
마마1488, 권응수장군유적지,571041.0,1456.2,2951.7,Detour_Model_2.027,70.3
마마1489, 권응수장군유적지,571041.0,2110.1,4277.2,Detour_Model_2.027,101.8
마마1188, 둔지건너,571020.0,284.8,577.3,Detour_Model_2.027,13.7
마마1288, 둔지,571040.0,772.7,1566.3,Detour_Model_2.027,37.3
마마1290, 둔지,571040.0,1748.8,3544.8,Detour_Model_2.027,84.4
마마1390, 둔지,571040.0,2513.4,5094.7,Detour_Model_2.027,121.3
마마2291, 신전(용계방면),571503.0,392.0,794.6,Detour_Model_2.027,18.9
마마2292, 솔명못앞,571507.0,1077.8,2184.7,Detour_Model_2.027,52.0
마마2493, 용계리,571504.0,376.8,763.8,Detour_Model_2.027,18.2
마마2393, 솔명못건너,571506.0,620.5,1257.8,Detour_Model_2.027,29.9
마마2295, 솔명못건너,571506.0,2362.6,4789.0,Detour_Model_2.027,114.0
마마3474, 대성리경로당건너,570215.0,692.5,1403.7,Detour_Model_2.027,33.4
마마3475, 서은사.새각단(오류방면),570186.0,191.0,387.2,Detour_Model_2.027,9.2
마마3575, 거곡로.대성양달(영천방면),570214.0,559.1,1133.3,Detour_Model_2.027,27.0
마마3375, 대의리회관앞,570219.0,397.3,805.3,Detour_Model_2.027,19.2
마마3376, 단포초등학교건너,570133.0,335.3,679.7,Detour_Model_2.027,16.2
마마3576, 고도리.민도경로당,570204.0,395.3,801.3,Detour_Model_2.027,19.1
마마3477, 3사관학교(정문)건너,570136.0,255.4,517.7,Detour_Model_2.027,12.3
마마3577, 고도1리경로당건너,570201.0,177.9,360.6,Detour_Model_2.027,8.6
마마3377, 창하리.창방우(영천방면),570242.0,113.2,229.5,Detour_Model_2.027,5.5
마마2575, 대미2리(영천방면),571209.0,1154.0,2339.2,Detour_Model_2.027,55.7
마마3278, 동산(임고방면),571615.0,319.8,648.2,Detour_Model_2.027,15.4
마마3279, 매호2리.맘실(영천방면),570534.0,79.7,161.6,Detour_Model_2.027,3.8
마마3179, 신기동 마을회관,571578.0,649.6,1316.7,Detour_Model_2.027,31.4
마마3280, 양항리.돌목(임고방면),570310.0,355.0,719.6,Detour_Model_2.027,17.1
마마3180, 양항리.돌목(영천방면),570368.0,1250.1,2534.0,Detour_Model_2.027,60.3
마마3378, 창상마을회관건너,570238.0,384.0,778.4,Detour_Model_2.027,18.5
마마3578, 도암1리.도암교회건너,570140.0,159.6,323.5,Detour_Model_2.027,7.7
마마3478, 창상리(영천방면),570237.0,573.2,1161.9,Detour_Model_2.027,27.7
마마3479, 포은실버타운 건너,571625.0,382.9,776.1,Detour_Model_2.027,18.5
마마3379, 포은실버타운 앞,571626.0,624.0,1264.8,Detour_Model_2.027,30.1
마마3579, 도암리.땀봉(영천방면),570170.0,886.4,1796.7,Detour_Model_2.027,42.8
마마3580, 고천(우항방면),570233.0,190.2,385.5,Detour_Model_2.027,9.2
마마3480, 우항.석연정건너,570230.0,319.4,647.4,Detour_Model_2.027,15.4
마마3380, 우항.굽들(우항방면),570234.0,350.3,710.1,Detour_Model_2.027,16.9
마마3581, 황강공단(수성방면),570316.0,812.9,1647.7,Detour_Model_2.027,39.2
마마2578, 호당2리입구,570981.0,124.9,253.2,Detour_Model_2.027,6.0
마마2678, 호당2리입구건너,571246.0,804.4,1630.5,Detour_Model_2.027,38.8
마마2579, 삼부리(주유소앞),570983.0,744.7,1509.5,Detour_Model_2.027,35.9
마마2580, 암기(당지방면),570956.0,353.2,715.9,Detour_Model_2.027,17.0
마마3281, 임고면사무소,570533.0,359.3,728.3,Detour_Model_2.027,17.3
마마3282, 선원2리,571747.0,352.6,714.7,Detour_Model_2.027,17.0
마마3083, 신호2리(영천방면),570559.0,334.8,678.6,Detour_Model_2.027,16.2
마마3183, 도림2동(영천방면),570583.0,831.6,1685.7,Detour_Model_2.027,40.1
마마3283, 선원2리.선정사입구,571745.0,224.1,454.3,Detour_Model_2.027,10.8
마마3084, 죽곡1리마을회관건너,570552.0,122.5,248.3,Detour_Model_2.027,5.9
마마3184, 죽곡1리삼거리(죽곡방면),570554.0,639.2,1295.7,Detour_Model_2.027,30.8
마마3481, 양평리.돌빼기(임고방면),570364.0,453.2,918.6,Detour_Model_2.027,21.9
마마3381, 양평2리마을회관,571740.0,67.1,136.0,Detour_Model_2.027,3.2
마마3582, 효1리(수성방면),570317.0,129.9,263.3,Detour_Model_2.027,6.3
마마3482, 황강리(임고방면),570363.0,524.2,1062.6,Detour_Model_2.027,25.3
마마3382, 주식회사 명산,571739.0,200.9,407.2,Detour_Model_2.027,9.7
마마3383, 평천리다산마을(농산물집하장),571547.0,138.2,280.1,Detour_Model_2.027,6.7
마마3583, 효1리마을회관앞,570360.0,794.6,1610.7,Detour_Model_2.027,38.4
마마3483, 평천2리,571548.0,166.5,337.5,Detour_Model_2.027,8.0
마마3584, 삼매1리(자양방면),570406.0,554.9,1124.8,Detour_Model_2.027,26.8
마마3484, 덕연리창고앞(임고방면),570511.0,122.8,248.9,Detour_Model_2.027,5.9
마마2581, 모산(당지방면),570958.0,595.6,1207.3,Detour_Model_2.027,28.7
마마2582, 독조골(당지방면),571584.0,230.9,468.0,Detour_Model_2.027,11.1
마마2682, 대천2리(영천방면),570577.0,1061.7,2152.1,Detour_Model_2.027,51.2
마마2583, 선천2리.화동(영천방면),570575.0,840.2,1703.1,Detour_Model_2.027,40.6
마마2683, 대성사입구건너,570576.0,320.3,649.2,Detour_Model_2.027,15.5
마마2783, 대천리(노방방면),571601.0,196.7,398.7,Detour_Model_2.027,9.5
마마2584, 선천3리.유천(화남방면),570571.0,273.7,554.8,Detour_Model_2.027,13.2
마마2684, 선천2리.화동(화남방면),570568.0,589.1,1194.1,Detour_Model_2.027,28.4
마마3778, 삼사낚시터앞,570255.0,832.2,1686.9,Detour_Model_2.027,40.2
마마3878, 해선리(88찜질방),570145.0,895.3,1814.8,Detour_Model_2.027,43.2
마마3678, 서원농원건너,570245.0,520.2,1054.4,Detour_Model_2.027,25.1
마마3879, 해선리(88찜질방),570145.0,202.8,411.1,Detour_Model_2.027,9.8
마마3779, 상리공단,570167.0,315.4,639.3,Detour_Model_2.027,15.2
마마3679, 도암2리(영남건설기술교육원),570169.0,265.8,538.8,Detour_Model_2.027,12.8
마마3680, 도암1리.도암교회,570171.0,465.9,944.4,Detour_Model_2.027,22.5
마마3880, 상리리.새마을(학리방면),570268.0,116.7,236.6,Detour_Model_2.027,5.6
마마3978, 전사사격장(삼귀방면),571649.0,570.0,1155.4,Detour_Model_2.027,27.5
마마3979, 고경정류장,570146.0,174.4,353.5,Detour_Model_2.027,8.4
마마4079, 전사1리(용태철망앞),570283.0,580.4,1176.5,Detour_Model_2.027,28.0
마마3980, 배골리주택앞(학리방면),570262.0,490.8,994.9,Detour_Model_2.027,23.7
마마4080, 학리삼거리(학리방면),570263.0,1117.9,2266.0,Detour_Model_2.027,54.0
마마3981, 학리삼거리(영천방면),570265.0,241.3,489.1,Detour_Model_2.027,11.6
마마4280, 가수1리,570159.0,1016.2,2059.8,Detour_Model_2.027,49.0
마마4182, 착골(우봉골방면),571543.0,545.1,1104.9,Detour_Model_2.027,26.3
마마4282, 우봉골,571544.0,385.7,781.8,Detour_Model_2.027,18.6
마마4283, 사2리.감나무골(수성방면),570332.0,717.0,1453.4,Detour_Model_2.027,34.6
마마4383, 사2리.감나무골(임고방면),570346.0,1119.7,2269.6,Detour_Model_2.027,54.0
마마3881, 배골리우사앞(학리방면),570261.0,789.8,1600.9,Detour_Model_2.027,38.1
마마3682, 효리(골프장입구),570359.0,298.6,605.3,Detour_Model_2.027,14.4
마마3783, 금대리과수원(임고방면),571618.0,454.1,920.5,Detour_Model_2.027,21.9
마마3683, 효2리(임고방면),570358.0,221.2,448.4,Detour_Model_2.027,10.7
마마3784, 금대리새터(수성방면),570322.0,333.5,676.0,Detour_Model_2.027,16.1
마마3684, 삼매3리(벌바위입구건너),570407.0,919.3,1863.4,Detour_Model_2.027,44.4
마마4183, 착골(영천방면),571545.0,445.2,902.4,Detour_Model_2.027,21.5
마마4284, 사2리회관,570331.0,116.5,236.1,Detour_Model_2.027,5.6
마마4184, 사동건강원(임고방면),571629.0,279.7,567.0,Detour_Model_2.027,13.5
마마4385, 수성1리.하구만(수성방면),570333.0,425.4,862.3,Detour_Model_2.027,20.5
마마4186, 신방1리.골안(신방방면),571613.0,377.8,765.8,Detour_Model_2.027,18.2
마마4286, 신방2리.장구밭(임고방면),571511.0,401.7,814.2,Detour_Model_2.027,19.4
마마4083, 당곡지(우봉골방면),710693.0,187.2,379.5,Detour_Model_2.027,9.0
마마3984, 사1리노인정,570327.0,293.5,594.9,Detour_Model_2.027,14.2
마마4084, 대덕사,570350.0,230.7,467.6,Detour_Model_2.027,11.1
마마3985, 고속도로쉼터(임고방면),570353.0,943.7,1912.9,Detour_Model_2.027,45.5
마마4086, 신방1리.신천(신방방면),570501.0,429.4,870.4,Detour_Model_2.027,20.7
마마3986, 노항리.관악사입구,571683.0,363.5,736.8,Detour_Model_2.027,17.5
마마3987, 노항리.관악사입구건너,570506.0,1099.9,2229.5,Detour_Model_2.027,53.1
마마3884, 고속도로쉼터(임고방면),570353.0,550.1,1115.1,Detour_Model_2.027,26.6
마마3685, 임고저수장건너,570497.0,201.7,408.8,Detour_Model_2.027,9.7
마마3885, 고속도로쉼터(수성방면),570325.0,491.5,996.3,Detour_Model_2.027,23.7
마마3886, 노항리(신방방면),570499.0,14.5,29.4,Detour_Model_2.027,0.7
마마3787, 망향공원 건너,570490.0,402.2,815.3,Detour_Model_2.027,19.4
마마3687, 석류농원(임고방면),570492.0,288.7,585.2,Detour_Model_2.027,13.9
마마4188, 중삼귀(삼귀방면),570479.0,127.4,258.2,Detour_Model_2.027,6.1
마마3988, 자양면삼귀리입구(임고방면),570485.0,211.2,428.1,Detour_Model_2.027,10.2
마마4088, 하삼귀(임고방면),570483.0,255.5,517.9,Detour_Model_2.027,12.3
마마4190, 군평마을(임고방면),570475.0,445.6,903.2,Detour_Model_2.027,21.5
마마4191, 하방촌(화북방면),570428.0,368.6,747.2,Detour_Model_2.027,17.8
마마3688, 자양면사무소,570491.0,632.3,1281.7,Detour_Model_2.027,30.5
마마3788, 장승앞(자양방면),570412.0,443.2,898.4,Detour_Model_2.027,21.4
마마3888, 붕어횟집,570486.0,209.8,425.3,Detour_Model_2.027,10.1
마마3889, 용산리,571508.0,489.5,992.2,Detour_Model_2.027,23.6
마마3890, 일견횟집건너,570417.0,1253.7,2541.2,Detour_Model_2.027,60.5
마마3793, 보현3리(자양방면),570464.0,1177.3,2386.4,Detour_Model_2.027,56.8
마마3693, 보현4리.탑전(자양방면),570463.0,1065.9,2160.6,Detour_Model_2.027,51.4
마마3893, 보현1리.보현초건너,570469.0,643.5,1304.4,Detour_Model_2.027,31.1
마마3794, 보현3리(화북방면),570439.0,378.5,767.2,Detour_Model_2.027,18.3
마마3694, 보현4리.탑전(자양방면),570463.0,101.2,205.1,Detour_Model_2.027,4.9
마마2982, 신호1리(죽곡방면),570549.0,430.1,871.8,Detour_Model_2.027,20.8
마마2882, 매산1동(영천방면),570582.0,341.3,691.8,Detour_Model_2.027,16.5
마마2983, 대내실식당(죽곡방면),570550.0,174.4,353.5,Detour_Model_2.027,8.4
마마2883, 화남분교,570564.0,741.8,1503.6,Detour_Model_2.027,35.8
마마2884, 노방종점,570968.0,984.1,1994.8,Detour_Model_2.027,47.5
마마2984, 신호2리(죽곡방면),570551.0,619.7,1256.1,Detour_Model_2.027,29.9
마마2985, 신호2리(죽곡방면),570551.0,1457.9,2955.2,Detour_Model_2.027,70.4
마마2885, 노방종점,570968.0,735.3,1490.5,Detour_Model_2.027,35.5
마마2886, 금호2리.내지(화북방면),570778.0,1094.9,2219.4,Detour_Model_2.027,52.8
마마3284, 간촌,570529.0,613.7,1244.0,Detour_Model_2.027,29.6
마마3185, 죽곡2리경로당,570555.0,742.8,1505.7,Detour_Model_2.027,35.8
마마3085, 죽곡1리삼거리(죽곡방면),570554.0,778.1,1577.2,Detour_Model_2.027,37.6
마마3186, 죽곡2리경로당,570555.0,294.4,596.7,Detour_Model_2.027,14.2
마마3287, 삼매리(매곡),570517.0,439.9,891.7,Detour_Model_2.027,21.2
마마3384, 현묘사입구,570531.0,220.0,445.9,Detour_Model_2.027,10.6
마마3585, 삼매1리(임고방면),570510.0,523.6,1061.3,Detour_Model_2.027,25.3
마마3385, 덕연,570532.0,229.0,464.2,Detour_Model_2.027,11.1
마마3485, 삼매1리경로당앞,570514.0,385.9,782.2,Detour_Model_2.027,18.6
마마3386, 삼매정자마을(임고방면),570519.0,426.5,864.5,Detour_Model_2.027,20.6
마마3486, 삼매1리경로당건너,570520.0,720.6,1460.7,Detour_Model_2.027,34.8
